,Natureza,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total,Ano,Cidade,Regiao
166,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Cotia,Grande São Paulo (exclui a Capital)
167,TENTATIVA DE HOMICÍDIO,0.0,2.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2022,Cotia,Grande São Paulo (exclui a Capital)
168,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Cotia,Grande São Paulo (exclui a Capital)
169,LESÃO CORPORAL DOLOSA,39.0,34.0,41.0,...,...,...,...,...,...,...,...,...,114.0,2022,Cotia,Grande São Paulo (exclui a Capital)
170,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,39.0,64.0,46.0,...,...,...,...,...,...,...,...,...,149.0,2022,Cotia,Grande São Paulo (exclui a Capital)
171,LESÃO CORPORAL CULPOSA - OUTRAS,3.0,0.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2022,Cotia,Grande São Paulo (exclui a Capital)
172,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Cotia,Grande São Paulo (exclui a Capital)
173,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Cotia,Grande São Paulo (exclui a Capital)
174,TOTAL DE ESTUPRO (4),2.0,6.0,10.0,...,...,...,...,...,...,...,...,...,18.0,2022,Cotia,Grande São Paulo (exclui a Capital)
175,ESTUPRO,0.0,0.0,3.0,...,...,...,...,...,...,...,...,...,3.0,2022,Cotia,Grande São Paulo (exclui a Capital)
176,ESTUPRO DE VULNERÁVEL,2.0,6.0,7.0,...,...,...,...,...,...,...,...,...,15.0,2022,Cotia,Grande São Paulo (exclui a Capital)
177,TOTAL DE ROUBO - OUTROS (1),92.0,75.0,81.0,...,...,...,...,...,...,...,...,...,248.0,2022,Cotia,Grande São Paulo (exclui a Capital)
178,ROUBO - OUTROS,83.0,63.0,72.0,...,...,...,...,...,...,...,...,...,218.0,2022,Cotia,Grande São Paulo (exclui a Capital)
179,ROUBO DE VEÍCULO,21.0,17.0,20.0,...,...,...,...,...,...,...,...,...,58.0,2022,Cotia,Grande São Paulo (exclui a Capital)
180,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Cotia,Grande São Paulo (exclui a Capital)
181,ROUBO DE CARGA,9.0,12.0,9.0,...,...,...,...,...,...,...,...,...,30.0,2022,Cotia,Grande São Paulo (exclui a Capital)
182,FURTO - OUTROS,182.0,133.0,160.0,...,...,...,...,...,...,...,...,...,475.0,2022,Cotia,Grande São Paulo (exclui a Capital)
183,FURTO DE VEÍCULO,33.0,38.0,44.0,...,...,...,...,...,...,...,...,...,115.0,2022,Cotia,Grande São Paulo (exclui a Capital)
184,HOMICÍDIO DOLOSO (2),6.0,2.0,0.0,...,...,...,...,...,...,...,...,...,8.0,2022,Diadema,Grande São Paulo (exclui a Capital)
185,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),6.0,2.0,0.0,...,...,...,...,...,...,...,...,...,8.0,2022,Diadema,Grande São Paulo (exclui a Capital)
186,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Diadema,Grande São Paulo (exclui a Capital)
187,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Diadema,Grande São Paulo (exclui a Capital)
188,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1.0,1.0,5.0,...,...,...,...,...,...,...,...,...,7.0,2022,Diadema,Grande São Paulo (exclui a Capital)
189,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Diadema,Grande São Paulo (exclui a Capital)
190,TENTATIVA DE HOMICÍDIO,3.0,0.0,2.0,...,...,...,...,...,...,...,...,...,5.0,2022,Diadema,Grande São Paulo (exclui a Capital)
191,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Diadema,Grande São Paulo (exclui a Capital)
192,LESÃO CORPORAL DOLOSA,60.0,65.0,82.0,...,...,...,...,...,...,...,...,...,207.0,2022,Diadema,Grande São Paulo (exclui a Capital)
193,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,40.0,34.0,46.0,...,...,...,...,...,...,...,...,...,120.0,2022,Diadema,Grande São Paulo (exclui a Capital)
194,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,5.0,...,...,...,...,...,...,...,...,...,5.0,2022,Diadema,Grande São Paulo (exclui a Capital)
195,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Diadema,Grande São Paulo (exclui a Capital)
196,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Diadema,Grande São Paulo (exclui a Capital)
197,TOTAL DE ESTUPRO (4),5.0,5.0,8.0,...,...,...,...,...,...,...,...,...,18.0,2022,Diadema,Grande São Paulo (exclui a Capital)
198,ESTUPRO,3.0,1.0,1.0,...,...,...,...,...,...,...,...,...,5.0,2022,Diadema,Grande São Paulo (exclui a Capital)
199,ESTUPRO DE VULNERÁVEL,2.0,4.0,7.0,...,...,...,...,...,...,...,...,...,13.0,2022,Diadema,Grande São Paulo (exclui a Capital)
200,TOTAL DE ROUBO - OUTROS (1),361.0,336.0,390.0,...,...,...,...,...,...,...,...,...,1.087,2022,Diadema,Grande São Paulo (exclui a Capital)
201,ROUBO - OUTROS,355.0,329.0,384.0,...,...,...,...,...,...,...,...,...,1.068,2022,Diadema,Grande São Paulo (exclui a Capital)
202,ROUBO DE VEÍCULO,70.0,87.0,107.0,...,...,...,...,...,...,...,...,...,264.0,2022,Diadema,Grande São Paulo (exclui a Capital)
203,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Diadema,Grande São Paulo (exclui a Capital)
204,ROUBO DE CARGA,6.0,7.0,6.0,...,...,...,...,...,...,...,...,...,19.0,2022,Diadema,Grande São Paulo (exclui a Capital)
205,FURTO - OUTROS,311.0,243.0,341.0,...,...,...,...,...,...,...,...,...,895.0,2022,Diadema,Grande São Paulo (exclui a Capital)
206,FURTO DE VEÍCULO,57.0,64.0,64.0,...,...,...,...,...,...,...,...,...,185.0,2022,Diadema,Grande São Paulo (exclui a Capital)
207,HOMICÍDIO DOLOSO (2),2.0,3.0,1.0,...,...,...,...,...,...,...,...,...,6.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
208,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2.0,3.0,1.0,...,...,...,...,...,...,...,...,...,6.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
209,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
210,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
211,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,2.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
212,HOMICÍDIO CULPOSO OUTROS,1.0,2.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
213,TENTATIVA DE HOMICÍDIO,5.0,1.0,1.0,...,...,...,...,...,...,...,...,...,7.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
214,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
215,LESÃO CORPORAL DOLOSA,43.0,32.0,42.0,...,...,...,...,...,...,...,...,...,117.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
216,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10.0,11.0,9.0,...,...,...,...,...,...,...,...,...,30.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
217,LESÃO CORPORAL CULPOSA - OUTRAS,6.0,13.0,0.0,...,...,...,...,...,...,...,...,...,19.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
218,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
219,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
220,TOTAL DE ESTUPRO (4),6.0,5.0,7.0,...,...,...,...,...,...,...,...,...,18.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
221,ESTUPRO,0.0,1.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
222,ESTUPRO DE VULNERÁVEL,6.0,4.0,6.0,...,...,...,...,...,...,...,...,...,16.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
223,TOTAL DE ROUBO - OUTROS (1),126.0,110.0,115.0,...,...,...,...,...,...,...,...,...,351.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
224,ROUBO - OUTROS,112.0,99.0,107.0,...,...,...,...,...,...,...,...,...,318.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
225,ROUBO DE VEÍCULO,10.0,14.0,22.0,...,...,...,...,...,...,...,...,...,46.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
226,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
227,ROUBO DE CARGA,14.0,11.0,8.0,...,...,...,...,...,...,...,...,...,33.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
228,FURTO - OUTROS,102.0,70.0,94.0,...,...,...,...,...,...,...,...,...,266.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
229,FURTO DE VEÍCULO,19.0,22.0,18.0,...,...,...,...,...,...,...,...,...,59.0,2022,Embu das Artes,Grande São Paulo (exclui a Capital)
230,HOMICÍDIO DOLOSO (2),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
231,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
232,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
233,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
234,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
235,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
236,TENTATIVA DE HOMICÍDIO,0.0,1.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
237,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
238,LESÃO CORPORAL DOLOSA,10.0,15.0,17.0,...,...,...,...,...,...,...,...,...,42.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
239,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3.0,5.0,6.0,...,...,...,...,...,...,...,...,...,14.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
240,LESÃO CORPORAL CULPOSA - OUTRAS,3.0,1.0,0.0,...,...,...,...,...,...,...,...,...,4.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
241,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
242,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
243,TOTAL DE ESTUPRO (4),4.0,1.0,2.0,...,...,...,...,...,...,...,...,...,7.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
244,ESTUPRO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
245,ESTUPRO DE VULNERÁVEL,3.0,1.0,2.0,...,...,...,...,...,...,...,...,...,6.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
246,TOTAL DE ROUBO - OUTROS (1),15.0,11.0,9.0,...,...,...,...,...,...,...,...,...,35.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
247,ROUBO - OUTROS,15.0,11.0,9.0,...,...,...,...,...,...,...,...,...,35.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
248,ROUBO DE VEÍCULO,3.0,5.0,4.0,...,...,...,...,...,...,...,...,...,12.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
249,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
250,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
251,FURTO - OUTROS,49.0,41.0,69.0,...,...,...,...,...,...,...,...,...,159.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
252,FURTO DE VEÍCULO,6.0,1.0,6.0,...,...,...,...,...,...,...,...,...,13.0,2022,Embu Guaçú,Grande São Paulo (exclui a Capital)
253,HOMICÍDIO DOLOSO (2),0.0,3.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
254,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,3.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
255,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
256,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
257,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
258,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
259,TENTATIVA DE HOMICÍDIO,2.0,2.0,1.0,...,...,...,...,...,...,...,...,...,5.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
260,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
261,LESÃO CORPORAL DOLOSA,17.0,25.0,33.0,...,...,...,...,...,...,...,...,...,75.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
262,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8.0,7.0,3.0,...,...,...,...,...,...,...,...,...,18.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
263,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
264,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
265,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
266,TOTAL DE ESTUPRO (4),3.0,3.0,6.0,...,...,...,...,...,...,...,...,...,12.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
267,ESTUPRO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
268,ESTUPRO DE VULNERÁVEL,3.0,3.0,5.0,...,...,...,...,...,...,...,...,...,11.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
269,TOTAL DE ROUBO - OUTROS (1),157.0,136.0,166.0,...,...,...,...,...,...,...,...,...,459.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
270,ROUBO - OUTROS,154.0,132.0,164.0,...,...,...,...,...,...,...,...,...,450.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
271,ROUBO DE VEÍCULO,27.0,15.0,11.0,...,...,...,...,...,...,...,...,...,53.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
272,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
273,ROUBO DE CARGA,3.0,4.0,2.0,...,...,...,...,...,...,...,...,...,9.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
274,FURTO - OUTROS,102.0,91.0,114.0,...,...,...,...,...,...,...,...,...,307.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
275,FURTO DE VEÍCULO,50.0,51.0,66.0,...,...,...,...,...,...,...,...,...,167.0,2022,Ferraz de Vasconcelos,Grande São Paulo (exclui a Capital)
276,HOMICÍDIO DOLOSO (2),0.0,1.0,3.0,...,...,...,...,...,...,...,...,...,4.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
277,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,1.0,3.0,...,...,...,...,...,...,...,...,...,4.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
278,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
279,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
280,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1.0,1.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
281,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
282,TENTATIVA DE HOMICÍDIO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
283,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
284,LESÃO CORPORAL DOLOSA,16.0,45.0,46.0,...,...,...,...,...,...,...,...,...,107.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
285,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,4.0,8.0,10.0,...,...,...,...,...,...,...,...,...,22.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
286,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
287,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
288,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
289,TOTAL DE ESTUPRO (4),1.0,2.0,4.0,...,...,...,...,...,...,...,...,...,7.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
290,ESTUPRO,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
291,ESTUPRO DE VULNERÁVEL,0.0,2.0,3.0,...,...,...,...,...,...,...,...,...,5.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
292,TOTAL DE ROUBO - OUTROS (1),66.0,57.0,78.0,...,...,...,...,...,...,...,...,...,201.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
293,ROUBO - OUTROS,65.0,57.0,78.0,...,...,...,...,...,...,...,...,...,200.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
294,ROUBO DE VEÍCULO,4.0,2.0,5.0,...,...,...,...,...,...,...,...,...,11.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
295,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
296,ROUBO DE CARGA,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
297,FURTO - OUTROS,75.0,86.0,89.0,...,...,...,...,...,...,...,...,...,250.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
298,FURTO DE VEÍCULO,12.0,6.0,11.0,...,...,...,...,...,...,...,...,...,29.0,2022,Francisco Morato,Grande São Paulo (exclui a Capital)
299,HOMICÍDIO DOLOSO (2),0.0,1.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
300,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,1.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
301,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
302,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
303,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2.0,0.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
304,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
305,TENTATIVA DE HOMICÍDIO,2.0,0.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
306,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
307,LESÃO CORPORAL DOLOSA,51.0,13.0,24.0,...,...,...,...,...,...,...,...,...,88.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
308,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,6.0,3.0,4.0,...,...,...,...,...,...,...,...,...,13.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
309,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
310,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
311,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
312,TOTAL DE ESTUPRO (4),3.0,4.0,6.0,...,...,...,...,...,...,...,...,...,13.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
313,ESTUPRO,2.0,0.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
314,ESTUPRO DE VULNERÁVEL,1.0,4.0,4.0,...,...,...,...,...,...,...,...,...,9.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
315,TOTAL DE ROUBO - OUTROS (1),38.0,25.0,38.0,...,...,...,...,...,...,...,...,...,101.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
316,ROUBO - OUTROS,37.0,23.0,38.0,...,...,...,...,...,...,...,...,...,98.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
317,ROUBO DE VEÍCULO,9.0,6.0,8.0,...,...,...,...,...,...,...,...,...,23.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
318,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
319,ROUBO DE CARGA,1.0,2.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
320,FURTO - OUTROS,81.0,70.0,87.0,...,...,...,...,...,...,...,...,...,238.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
321,FURTO DE VEÍCULO,13.0,13.0,10.0,...,...,...,...,...,...,...,...,...,36.0,2022,Franco da Rocha,Grande São Paulo (exclui a Capital)
322,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Guararema,Grande São Paulo (exclui a Capital)
323,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Guararema,Grande São Paulo (exclui a Capital)
324,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Guararema,Grande São Paulo (exclui a Capital)
325,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Guararema,Grande São Paulo (exclui a Capital)
